cluster,cluster_name,district,num_reviews,rating_overall,photos_count,instant_book,min_nights,extra_guest_fee_policy,nearest_poi_dist_km,bedrooms,baths
0,핫플 수익형,Mapo-gu,81,4.84,44,True,2,0,0.159,3,2.0
2,가성비 신흥형,Seodaemun-gu,53,4.91,68,True,1,0,0.124,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,102,4.93,45,True,3,0,0.059,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,100,4.54,44,True,1,0,0.22,2,2.0
3,프리미엄 비즈니스,Jongno-gu,69,5.0,45,True,0,0,0.038,2,1.0
0,핫플 수익형,Mapo-gu,136,4.99,79,False,2,0,0.038,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,80,4.95,58,True,4,0,0.126,2,2.0
0,핫플 수익형,Mapo-gu,55,4.91,42,True,4,0,0.023,4,4.0
0,핫플 수익형,Mapo-gu,106,4.92,41,False,5,0,0.084,3,2.0
3,프리미엄 비즈니스,Jongno-gu,172,4.93,39,False,3,0,0.128,3,2.0
0,핫플 수익형,Mapo-gu,32,4.56,64,True,2,0,0.084,3,3.0
3,프리미엄 비즈니스,Jung-gu,188,4.93,48,False,4,0,0.02,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,89,4.98,77,True,4,0,0.181,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,14,5.0,64,False,3,0,0.15,6,4.0
3,프리미엄 비즈니스,Jongno-gu,61,4.9,45,True,1,0,0.026,2,1.5
0,핫플 수익형,Mapo-gu,28,4.61,36,False,1,0,0.054,3,2.0
3,프리미엄 비즈니스,Jongno-gu,343,4.93,119,True,1,0,0.183,2,2.0
3,프리미엄 비즈니스,Seocho-gu,45,4.93,60,False,3,0,0.066,3,2.0
0,핫플 수익형,Mapo-gu,32,5.0,63,True,5,0,0.018,4,3.0
0,핫플 수익형,Mapo-gu,285,4.91,21,True,1,0,0.004,4,2.0
3,프리미엄 비즈니스,Yongsan-gu,127,4.86,32,True,3,0,0.02,3,2.0
0,핫플 수익형,Mapo-gu,40,4.8,18,True,1,0,0.113,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,38,5.0,72,True,3,0,0.103,4,2.0
0,핫플 수익형,Mapo-gu,53,5.0,22,True,4,0,0.063,3,1.0
3,프리미엄 비즈니스,Jongno-gu,707,4.95,31,False,1,0,0.028,2,1.0
0,핫플 수익형,Mapo-gu,179,4.77,42,True,2,0,0.029,4,2.0
0,핫플 수익형,Mapo-gu,152,4.86,93,False,3,0,0.115,4,2.0
3,프리미엄 비즈니스,Jongno-gu,45,4.93,58,False,1,0,0.175,4,3.0
3,프리미엄 비즈니스,Jongno-gu,176,4.86,25,True,2,0,0.056,3,2.0
3,프리미엄 비즈니스,Gangnam-gu,41,4.93,75,False,1,0,0.232,4,2.0
3,프리미엄 비즈니스,Yongsan-gu,63,4.79,43,False,5,0,0.249,2,1.0
1,로컬 주거형,Eunpyeong-gu,30,5.0,111,True,3,0,0.693,6,3.5
0,핫플 수익형,Mapo-gu,135,4.81,42,False,5,0,0.031,4,4.0
3,프리미엄 비즈니스,Jongno-gu,39,4.97,70,True,1,0,0.088,1,1.0
0,핫플 수익형,Mapo-gu,80,4.99,50,True,2,0,0.097,3,2.0
0,핫플 수익형,Mapo-gu,57,4.96,72,False,4,1,0.069,4,1.5
0,핫플 수익형,Mapo-gu,68,4.76,29,True,3,0,0.075,4,2.0
3,프리미엄 비즈니스,Yongsan-gu,110,4.92,45,False,1,0,0.246,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,27,4.85,54,False,0,0,0.067,2,2.0
0,핫플 수익형,Mapo-gu,73,4.95,62,False,3,0,0.098,3,2.0
0,핫플 수익형,Mapo-gu,285,4.73,43,False,1,0,0.063,3,3.0
3,프리미엄 비즈니스,Yongsan-gu,97,4.88,71,True,1,0,0.067,6,2.0
0,핫플 수익형,Mapo-gu,45,4.98,65,False,5,0,0.031,3,2.0
3,프리미엄 비즈니스,Jongno-gu,174,4.78,28,True,1,0,0.092,4,2.0
0,핫플 수익형,Mapo-gu,31,4.81,58,False,5,0,0.05,4,2.0
0,핫플 수익형,Mapo-gu,57,4.96,61,True,2,0,0.301,4,1.0
0,핫플 수익형,Mapo-gu,90,4.86,107,True,2,0,0.09,4,1.0
3,프리미엄 비즈니스,Jung-gu,265,4.9,19,False,5,0,0.055,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,15,4.27,45,True,1,0,0.333,4,2.0
0,핫플 수익형,Mapo-gu,142,4.82,26,True,1,0,0.034,5,3.0
0,핫플 수익형,Mapo-gu,43,4.84,111,False,2,0,0.101,3,2.0
0,핫플 수익형,Mapo-gu,49,4.9,39,True,0,0,0.045,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,149,4.96,103,True,1,1,0.072,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,37,4.95,64,False,5,0,0.096,2,1.0
3,프리미엄 비즈니스,Jongno-gu,178,4.96,106,False,1,0,0.044,3,1.5
0,핫플 수익형,Mapo-gu,95,4.98,196,True,3,0,0.055,3,1.0
0,핫플 수익형,Mapo-gu,70,4.93,83,False,2,0,0.121,2,2.0
3,프리미엄 비즈니스,Yongsan-gu,91,4.95,68,False,4,0,0.173,3,2.0
3,프리미엄 비즈니스,Jongno-gu,108,4.8,38,True,3,0,0.141,3,2.0
3,프리미엄 비즈니스,Jongno-gu,69,5.0,99,False,2,0,0.044,2,1.5
0,핫플 수익형,Mapo-gu,101,4.98,58,True,3,0,0.059,3,1.0
0,핫플 수익형,Mapo-gu,91,4.91,45,False,4,0,0.053,4,2.0
3,프리미엄 비즈니스,Jung-gu,93,4.83,52,False,4,0,0.041,3,3.0
3,프리미엄 비즈니스,Jung-gu,20,4.65,29,True,1,0,0.05,2,1.0
3,프리미엄 비즈니스,Jung-gu,97,5.0,69,False,2,0,0.121,2,2.0
3,프리미엄 비즈니스,Jung-gu,48,4.92,24,True,1,0,0.027,2,1.0
0,핫플 수익형,Mapo-gu,89,4.96,16,False,1,0,0.019,0,2.0
1,로컬 주거형,Seongbuk-gu,55,4.96,76,True,1,0,0.087,3,2.0
3,프리미엄 비즈니스,Jongno-gu,118,4.98,99,True,1,0,0.122,3,2.0
0,핫플 수익형,Mapo-gu,121,4.79,61,True,3,0,0.044,3,2.0
3,프리미엄 비즈니스,Gangnam-gu,50,4.9,38,False,3,0,0.151,2,2.0
0,핫플 수익형,Mapo-gu,128,4.87,14,False,1,0,0.069,1,1.0
3,프리미엄 비즈니스,Jung-gu,90,4.88,23,True,1,0,0.081,2,1.0
0,핫플 수익형,Mapo-gu,59,4.75,21,False,4,0,0.112,4,2.0
0,핫플 수익형,Mapo-gu,223,4.74,35,True,1,0,0.036,3,3.0
0,핫플 수익형,Mapo-gu,69,4.86,54,True,2,0,0.111,3,2.0
3,프리미엄 비즈니스,Jung-gu,70,4.94,62,False,5,0,0.116,3,2.0
3,프리미엄 비즈니스,Jongno-gu,45,4.62,32,True,1,0,0.045,2,1.0
3,프리미엄 비즈니스,Seocho-gu,20,5.0,112,False,1,0,0.32,6,3.0
0,핫플 수익형,Mapo-gu,93,4.87,35,True,6,0,0.038,4,2.0
0,핫플 수익형,Mapo-gu,29,4.72,60,False,7,0,0.126,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,52,4.87,60,False,3,0,0.107,3,2.5
3,프리미엄 비즈니스,Jongno-gu,136,4.93,41,True,1,0,0.102,2,1.0
0,핫플 수익형,Mapo-gu,67,4.68,43,False,1,0,0.06,6,2.0
0,핫플 수익형,Mapo-gu,146,4.96,38,False,3,0,0.045,3,2.0
0,핫플 수익형,Mapo-gu,118,4.88,30,False,4,0,0.045,3,2.0
3,프리미엄 비즈니스,Jongno-gu,118,4.97,79,False,5,0,0.099,2,1.0
3,프리미엄 비즈니스,Jongno-gu,106,4.84,54,True,1,0,0.019,1,1.0
3,프리미엄 비즈니스,Jung-gu,75,4.95,62,True,3,0,0.082,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,131,4.94,56,False,1,1,0.121,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,213,4.85,30,False,2,0,0.125,2,1.0
0,핫플 수익형,Mapo-gu,42,4.81,45,False,1,0,0.027,5,4.0
3,프리미엄 비즈니스,Jongno-gu,188,4.84,25,True,2,0,0.077,3,2.0
0,핫플 수익형,Mapo-gu,115,4.87,64,False,5,0,0.07,3,2.0
1,로컬 주거형,Seongbuk-gu,144,4.91,96,False,2,0,0.18,3,1.0
0,핫플 수익형,Mapo-gu,114,4.93,55,False,4,0,0.041,3,2.0
0,핫플 수익형,Mapo-gu,82,4.98,28,True,5,0,0.08,3,1.0
3,프리미엄 비즈니스,Jung-gu,286,4.88,23,True,1,0,0.045,2,1.0
0,핫플 수익형,Mapo-gu,83,4.94,82,False,1,0,0.089,2,3.0
0,핫플 수익형,Mapo-gu,119,4.92,24,False,1,0,0.008,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,412,4.81,64,True,2,0,0.226,4,2.0
2,가성비 신흥형,Seodaemun-gu,52,4.9,54,False,0,0,0.187,4,3.0
0,핫플 수익형,Mapo-gu,37,4.73,23,False,4,0,0.075,4,3.0
0,핫플 수익형,Mapo-gu,22,4.77,58,True,1,0,0.054,5,5.0
3,프리미엄 비즈니스,Yongsan-gu,51,4.63,30,False,3,0,0.101,3,3.0
0,핫플 수익형,Mapo-gu,127,4.96,42,True,2,0,0.066,2,1.0
3,프리미엄 비즈니스,Jung-gu,116,4.91,61,False,2,0,0.089,3,3.0
3,프리미엄 비즈니스,Jongno-gu,67,4.99,30,False,2,0,0.043,3,2.0
0,핫플 수익형,Mapo-gu,127,4.96,64,True,3,0,0.059,2,1.0
0,핫플 수익형,Mapo-gu,68,4.97,56,False,5,0,0.07,3,2.0
3,프리미엄 비즈니스,Jongno-gu,202,4.92,19,False,1,0,0.032,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,112,4.71,29,False,4,0,0.105,3,2.0
3,프리미엄 비즈니스,Jung-gu,35,4.71,60,False,1,0,0.088,5,2.0
0,핫플 수익형,Mapo-gu,42,4.98,71,False,1,0,0.14,4,2.0
0,핫플 수익형,Mapo-gu,122,4.98,36,False,4,0,0.024,2,1.0
0,핫플 수익형,Mapo-gu,79,5.0,23,False,3,0,0.056,3,2.0
3,프리미엄 비즈니스,Jung-gu,8,4.63,17,True,1,0,0.032,2,1.0
3,프리미엄 비즈니스,Jongno-gu,161,4.81,16,True,1,0,0.033,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,109,4.95,75,True,1,1,0.066,3,1.0
0,핫플 수익형,Mapo-gu,99,4.83,24,True,1,0,0.08,3,3.0
3,프리미엄 비즈니스,Jung-gu,32,4.84,43,True,2,0,0.032,2,1.0
0,핫플 수익형,Mapo-gu,2,0.0,132,False,3,0,0.074,4,3.0
0,핫플 수익형,Mapo-gu,110,4.91,24,False,1,0,0.04,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,146,4.73,31,True,3,0,0.033,3,2.0
0,핫플 수익형,Mapo-gu,5,4.6,42,False,2,0,0.046,7,7.0
0,핫플 수익형,Mapo-gu,122,4.8,63,True,3,0,0.049,3,2.0
3,프리미엄 비즈니스,Jung-gu,67,4.9,41,False,2,0,0.106,2,1.0
0,핫플 수익형,Mapo-gu,68,4.79,59,False,1,0,0.145,3,1.0
3,프리미엄 비즈니스,Jongno-gu,140,4.94,33,True,1,0,0.034,1,1.0
3,프리미엄 비즈니스,Jung-gu,74,4.82,64,False,1,0,0.04,3,2.0
3,프리미엄 비즈니스,Jung-gu,50,4.82,45,False,4,0,0.124,4,2.0
3,프리미엄 비즈니스,Jongno-gu,113,4.84,10,True,1,0,0.058,1,1.0
3,프리미엄 비즈니스,Jongno-gu,409,4.91,24,False,4,0,0.182,2,1.5
3,프리미엄 비즈니스,Jongno-gu,66,4.85,106,False,4,0,0.074,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,22,4.23,68,True,1,0,0.114,6,3.0
3,프리미엄 비즈니스,Gangnam-gu,13,5.0,68,False,3,0,0.063,1,1.0
3,프리미엄 비즈니스,Jongno-gu,124,4.78,37,True,1,0,0.099,2,1.5
3,프리미엄 비즈니스,Jung-gu,94,4.78,85,False,4,0,0.056,2,4.0
0,핫플 수익형,Mapo-gu,347,4.82,26,False,1,0,0.04,1,1.0
0,핫플 수익형,Mapo-gu,77,4.91,25,True,2,0,0.064,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,44,4.91,27,True,3,0,0.045,4,2.0
0,핫플 수익형,Mapo-gu,177,4.95,43,False,1,0,0.019,2,1.0
0,핫플 수익형,Mapo-gu,25,4.92,47,True,1,0,0.051,2,1.0
0,핫플 수익형,Mapo-gu,176,4.85,45,False,3,0,0.038,3,2.0
3,프리미엄 비즈니스,Jongno-gu,166,4.99,25,False,1,0,0.013,1,1.0
1,로컬 주거형,Eunpyeong-gu,57,5.0,76,False,4,0,0.141,3,2.0
3,프리미엄 비즈니스,Jung-gu,144,4.94,39,True,3,0,0.107,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,158,4.95,61,False,1,0,0.126,3,1.0
3,프리미엄 비즈니스,Jung-gu,272,4.88,34,False,5,0,0.027,2,1.0
0,핫플 수익형,Mapo-gu,60,5.0,82,True,3,0,0.184,3,2.0
3,프리미엄 비즈니스,Jung-gu,255,4.78,90,True,1,0,0.113,2,1.0
3,프리미엄 비즈니스,Jung-gu,47,4.62,36,False,4,0,0.2,2,2.0
3,프리미엄 비즈니스,Jung-gu,39,4.77,41,False,2,0,0.224,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,358,4.94,23,True,2,0,0.096,4,2.5
3,프리미엄 비즈니스,Jongno-gu,146,4.94,100,False,2,0,0.036,3,2.0
3,프리미엄 비즈니스,Jongno-gu,39,4.95,38,False,1,0,0.112,1,1.5
0,핫플 수익형,Mapo-gu,88,4.86,69,True,4,0,0.084,6,4.0
3,프리미엄 비즈니스,Yongsan-gu,44,5.0,69,False,5,0,0.125,2,1.0
0,핫플 수익형,Mapo-gu,168,4.86,39,True,1,0,0.03,3,2.0
3,프리미엄 비즈니스,Jongno-gu,19,4.95,12,True,1,0,0.026,2,1.5
0,핫플 수익형,Mapo-gu,28,4.93,91,False,3,0,0.099,5,4.0
3,프리미엄 비즈니스,Jongno-gu,120,4.98,43,True,1,0,0.006,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,108,4.99,86,False,3,0,0.028,5,2.0
0,핫플 수익형,Mapo-gu,83,4.98,33,False,2,0,0.024,2,1.0
0,핫플 수익형,Mapo-gu,94,5.0,82,False,4,0,0.083,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,14,4.86,36,False,3,0,0.048,2,1.0
3,프리미엄 비즈니스,Jongno-gu,455,4.8,15,True,1,0,0.014,1,1.0
0,핫플 수익형,Mapo-gu,20,5.0,38,True,0,0,0.024,4,3.0
3,프리미엄 비즈니스,Jongno-gu,95,4.91,104,False,4,0,0.129,4,2.0
3,프리미엄 비즈니스,Jung-gu,70,4.99,76,False,2,0,0.093,2,1.0
3,프리미엄 비즈니스,Jung-gu,152,4.76,140,True,1,0,0.005,2,1.0
3,프리미엄 비즈니스,Jongno-gu,136,4.93,34,True,1,0,0.048,4,1.0
0,핫플 수익형,Mapo-gu,90,4.78,73,False,5,0,0.029,4,3.0
0,핫플 수익형,Mapo-gu,133,4.86,25,False,5,0,0.047,4,2.0
0,핫플 수익형,Mapo-gu,62,4.9,26,True,2,0,0.112,3,1.5
3,프리미엄 비즈니스,Jongno-gu,40,4.73,34,False,1,0,0.033,4,3.0
3,프리미엄 비즈니스,Yongsan-gu,37,4.84,54,False,5,0,0.023,3,2.0
3,프리미엄 비즈니스,Jongno-gu,211,4.98,23,False,1,0,0.154,2,2.0
0,핫플 수익형,Mapo-gu,61,4.8,14,False,1,0,0.019,1,1.0
3,프리미엄 비즈니스,Jung-gu,43,4.77,30,False,3,0,0.058,2,1.0
0,핫플 수익형,Mapo-gu,119,4.84,80,False,3,0,0.238,5,2.5
0,핫플 수익형,Mapo-gu,107,4.98,41,True,4,0,0.069,3,1.0
0,핫플 수익형,Mapo-gu,75,4.95,58,False,2,0,0.019,1,1.5
3,프리미엄 비즈니스,Jongno-gu,45,4.87,47,False,1,0,0.01,2,1.5
3,프리미엄 비즈니스,Jung-gu,136,4.76,14,False,2,0,0.085,3,1.0
3,프리미엄 비즈니스,Jung-gu,300,4.96,40,False,3,0,0.065,2,1.0
0,핫플 수익형,Mapo-gu,143,4.76,35,True,2,0,0.011,3,2.0
0,핫플 수익형,Mapo-gu,67,4.96,47,False,4,0,0.032,3,1.0
3,프리미엄 비즈니스,Jung-gu,98,4.9,41,False,3,0,0.037,2,1.0
2,가성비 신흥형,Seodaemun-gu,56,4.98,50,False,0,0,0.151,3,1.5
0,핫플 수익형,Mapo-gu,123,4.84,89,True,4,0,0.071,5,4.0
0,핫플 수익형,Mapo-gu,39,4.95,45,True,2,0,0.076,3,2.0
3,프리미엄 비즈니스,Gangnam-gu,110,4.87,72,False,1,0,0.086,3,1.0
2,가성비 신흥형,Seodaemun-gu,269,4.91,140,True,1,0,0.477,3,2.0
0,핫플 수익형,Mapo-gu,114,4.9,59,False,1,0,0.031,1,1.5
1,로컬 주거형,Seongbuk-gu,262,4.8,50,True,1,0,0.072,1,1.0
1,로컬 주거형,Songpa-gu,112,4.87,30,True,6,0,0.069,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,18,4.78,15,False,2,0,0.109,1,1.0
3,프리미엄 비즈니스,Jung-gu,128,4.73,62,True,2,0,0.042,3,2.0
3,프리미엄 비즈니스,Gangnam-gu,396,4.5,85,True,1,0,0.063,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,16,5.0,55,False,1,1,0.03,2,2.0
3,프리미엄 비즈니스,Yongsan-gu,80,4.74,69,False,2,0,0.043,3,2.0
0,핫플 수익형,Mapo-gu,82,4.89,53,False,2,0,0.026,3,2.0
0,핫플 수익형,Mapo-gu,67,4.66,34,True,2,0,0.159,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,28,4.86,53,True,3,0,0.112,2,1.0
3,프리미엄 비즈니스,Jung-gu,63,4.98,60,False,2,1,0.022,2,2.0
0,핫플 수익형,Mapo-gu,177,4.83,25,True,3,0,0.067,2,1.0
0,핫플 수익형,Mapo-gu,109,4.84,17,True,2,0,0.061,3,1.0
3,프리미엄 비즈니스,Jung-gu,96,4.91,47,False,4,0,0.058,3,3.0
3,프리미엄 비즈니스,Gangnam-gu,62,4.92,22,False,4,0,0.236,3,1.0
0,핫플 수익형,Mapo-gu,83,4.87,33,False,1,0,0.066,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,42,4.6,46,False,4,0,0.068,2,1.0
0,핫플 수익형,Mapo-gu,107,4.86,10,False,2,0,0.039,3,1.0
0,핫플 수익형,Mapo-gu,48,4.83,42,True,3,0,0.078,2,2.0
3,프리미엄 비즈니스,Jung-gu,147,4.95,35,False,3,0,0.097,3,1.0
0,핫플 수익형,Mapo-gu,38,4.97,27,False,1,0,0.039,2,1.0
3,프리미엄 비즈니스,Jung-gu,85,4.87,33,False,2,0,0.14,3,1.0
0,핫플 수익형,Mapo-gu,29,4.76,58,True,4,0,0.088,4,3.0
0,핫플 수익형,Mapo-gu,242,4.86,40,False,1,0,0.044,3,3.0
3,프리미엄 비즈니스,Yongsan-gu,8,5.0,64,False,1,1,0.111,5,2.0
1,로컬 주거형,Eunpyeong-gu,8,5.0,62,False,1,0,0.251,3,2.0
0,핫플 수익형,Mapo-gu,63,4.75,12,False,1,0,0.061,1,1.0
0,핫플 수익형,Mapo-gu,60,4.98,66,False,3,0,0.034,3,1.5
3,프리미엄 비즈니스,Yongsan-gu,41,4.59,48,False,2,0,0.083,2,1.0
3,프리미엄 비즈니스,Jongno-gu,208,4.95,117,True,1,0,0.054,4,4.0
0,핫플 수익형,Mapo-gu,164,4.87,45,False,1,0,0.038,1,1.0
0,핫플 수익형,Mapo-gu,112,4.92,78,False,3,0,0.06,3,2.5
0,핫플 수익형,Mapo-gu,104,4.89,62,True,4,0,0.033,5,4.0
0,핫플 수익형,Mapo-gu,139,4.76,18,False,1,0,0.019,2,1.0
3,프리미엄 비즈니스,Jongno-gu,171,4.82,38,True,1,0,0.058,2,2.0
3,프리미엄 비즈니스,Yongsan-gu,129,4.91,30,False,5,0,0.262,3,1.5
3,프리미엄 비즈니스,Jongno-gu,144,4.73,31,True,1,0,0.071,2,1.0
3,프리미엄 비즈니스,Jung-gu,199,4.86,29,False,4,0,0.123,2,1.0
3,프리미엄 비즈니스,Jongno-gu,52,4.94,42,True,3,0,0.187,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,105,4.87,30,True,3,0,0.062,2,0.0
0,핫플 수익형,Mapo-gu,177,4.81,58,True,3,0,0.054,3,2.0
0,핫플 수익형,Mapo-gu,42,4.86,56,True,3,0,0.025,3,1.0
3,프리미엄 비즈니스,Jongno-gu,14,4.93,56,False,2,0,0.035,4,2.0
3,프리미엄 비즈니스,Gangnam-gu,341,4.56,62,False,1,0,0.288,4,3.0
3,프리미엄 비즈니스,Yongsan-gu,281,4.97,29,False,2,0,0.169,2,2.0
3,프리미엄 비즈니스,Jung-gu,64,4.94,80,False,2,1,0.06,3,2.0
0,핫플 수익형,Mapo-gu,93,4.9,41,False,1,0,0.063,3,1.0
0,핫플 수익형,Mapo-gu,200,4.88,27,False,1,0,0.017,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,85,4.93,34,True,6,0,0.137,4,2.0
3,프리미엄 비즈니스,Jung-gu,106,4.84,49,False,4,0,0.081,3,3.0
3,프리미엄 비즈니스,Jongno-gu,62,4.92,63,False,0,0,0.088,3,2.0
3,프리미엄 비즈니스,Jongno-gu,378,4.92,76,False,1,0,0.022,0,1.0
0,핫플 수익형,Mapo-gu,2,0.0,89,True,3,0,0.088,9,6.0
3,프리미엄 비즈니스,Yongsan-gu,58,4.98,91,True,0,0,0.073,3,2.0
0,핫플 수익형,Mapo-gu,58,4.88,24,False,3,0,0.045,3,1.0
3,프리미엄 비즈니스,Jongno-gu,62,4.92,35,False,1,1,0.051,2,1.0
0,핫플 수익형,Mapo-gu,131,4.92,36,False,1,0,0.004,2,1.0
0,핫플 수익형,Mapo-gu,54,5.0,120,True,2,0,0.108,3,1.0
0,핫플 수익형,Mapo-gu,30,4.97,45,True,6,0,0.036,3,2.0
3,프리미엄 비즈니스,Jongno-gu,83,4.98,45,False,2,0,0.13,1,1.0
3,프리미엄 비즈니스,Seocho-gu,174,4.72,48,False,1,0,0.174,3,2.0
0,핫플 수익형,Mapo-gu,59,4.97,84,True,3,0,0.092,3,1.0
0,핫플 수익형,Mapo-gu,21,5.0,32,False,4,0,0.018,3,1.0
0,핫플 수익형,Mapo-gu,83,4.75,71,False,60,0,0.13,4,3.5
3,프리미엄 비즈니스,Gangnam-gu,47,4.66,34,False,3,0,0.061,3,1.0
0,핫플 수익형,Mapo-gu,216,4.73,79,True,4,0,0.157,3,2.0
1,로컬 주거형,Songpa-gu,154,4.94,64,False,1,0,0.18,3,1.0
0,핫플 수익형,Mapo-gu,148,4.89,48,True,3,0,0.119,3,1.0
3,프리미엄 비즈니스,Jung-gu,114,4.97,43,False,2,0,0.073,3,1.0
3,프리미엄 비즈니스,Jung-gu,87,4.77,48,False,2,0,0.013,3,3.0
3,프리미엄 비즈니스,Jung-gu,8,4.63,18,True,1,0,0.023,3,2.0
3,프리미엄 비즈니스,Jongno-gu,488,4.96,31,False,3,0,0.046,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,85,4.76,25,False,2,0,0.125,2,1.0
0,핫플 수익형,Mapo-gu,47,4.85,85,True,4,0,0.022,3,1.5
2,가성비 신흥형,Dongdaemun-gu,329,4.88,72,False,1,0,0.019,2,1.0
1,로컬 주거형,Seongbuk-gu,142,4.92,59,False,1,0,0.177,1,1.0
2,가성비 신흥형,Seodaemun-gu,22,4.95,29,True,1,0,0.012,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,96,4.67,30,False,2,0,0.063,2,1.0
0,핫플 수익형,Mapo-gu,147,4.76,57,True,1,0,0.029,2,1.0
1,로컬 주거형,Songpa-gu,21,4.95,14,False,5,0,0.09,5,2.0
0,핫플 수익형,Mapo-gu,92,4.9,38,True,5,0,0.007,3,2.5
0,핫플 수익형,Mapo-gu,23,4.83,32,False,1,0,0.07,3,2.0
0,핫플 수익형,Mapo-gu,104,4.94,13,False,1,0,0.04,1,1.0
3,프리미엄 비즈니스,Jung-gu,183,4.86,23,True,1,0,0.054,2,1.0
0,핫플 수익형,Mapo-gu,76,4.89,59,False,3,0,0.047,3,2.0
3,프리미엄 비즈니스,Gangnam-gu,19,4.95,57,False,2,0,0.088,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,48,4.98,44,True,3,1,0.064,1,1.0
1,로컬 주거형,Gwangjin-gu,120,4.92,42,True,1,0,0.042,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,103,4.98,29,False,1,1,0.067,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,51,4.92,34,True,2,0,0.063,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,146,4.88,92,True,3,0,0.146,2,1.0
0,핫플 수익형,Mapo-gu,70,4.67,32,False,1,0,0.035,3,2.0
2,가성비 신흥형,Seodaemun-gu,81,4.41,11,True,1,0,0.038,2,1.0
0,핫플 수익형,Mapo-gu,91,4.96,47,False,3,0,0.013,3,2.0
3,프리미엄 비즈니스,Yongsan-gu,145,4.87,34,False,2,0,0.051,2,1.0
3,프리미엄 비즈니스,Jongno-gu,45,4.96,51,False,2,0,0.032,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,72,4.99,96,False,1,1,0.066,2,1.0
3,프리미엄 비즈니스,Jung-gu,79,4.91,48,False,3,0,0.065,3,1.0
0,핫플 수익형,Mapo-gu,296,4.86,52,True,5,0,0.097,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,111,4.92,30,False,2,0,0.139,2,1.0
3,프리미엄 비즈니스,Jung-gu,189,4.87,24,False,2,0,0.157,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,58,4.9,52,False,3,0,0.195,3,2.0
0,핫플 수익형,Mapo-gu,47,4.98,125,True,0,0,0.054,3,2.0
3,프리미엄 비즈니스,Jung-gu,53,4.94,28,True,3,0,0.124,2,1.0
2,가성비 신흥형,Seodaemun-gu,67,4.97,24,False,3,0,0.1,3,2.0
0,핫플 수익형,Mapo-gu,148,4.97,110,False,1,0,0.056,3,2.0
0,핫플 수익형,Mapo-gu,145,4.9,35,False,1,0,0.059,2,1.0
0,핫플 수익형,Mapo-gu,145,4.97,27,False,1,0,0.161,2,1.5
3,프리미엄 비즈니스,Jongno-gu,24,4.75,49,False,2,0,0.082,3,2.0
0,핫플 수익형,Mapo-gu,48,4.98,162,False,0,0,0.096,3,2.0
3,프리미엄 비즈니스,Jung-gu,45,4.69,70,True,2,0,0.127,4,2.5
0,핫플 수익형,Mapo-gu,219,4.83,61,True,1,0,0.041,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,46,4.89,32,False,3,0,0.02,2,1.0
3,프리미엄 비즈니스,Jongno-gu,10,4.5,32,True,1,0,0.026,2,1.0
1,로컬 주거형,Songpa-gu,18,4.89,31,True,6,0,0.266,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,73,4.99,54,False,5,0,0.056,2,1.0
0,핫플 수익형,Mapo-gu,59,5.0,47,True,3,0,0.214,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,97,4.98,55,False,1,1,0.103,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,75,4.92,21,True,1,0,0.049,3,1.0
